usuario,question,tempo_implementacao,num_eventos,num_eventos_del,num_consultas,num_submissoes,num_tests,num_correct,num_errors,num_logic_errors,num_syntax_errors,qtd_alteracoes_codigo,misconceptions_detectados,total_misconceptions,categorias_afetadas,dificuldade
1155,1021,501.9539999999998,472.0,72.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,E1,G4",4,4,100
1164,1021,,,,,,,,,,,,"A3,B4,B8,G4",4,3,0
1191,1021,608.9050000000001,325.0,75.0,,8.0,0.0,1.0,7.0,1.0,6.0,256.0,"A3,A5,G4",3,2,100
1200,1021,926.99,1929.0,222.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5",2,1,100
1214,1021,672.8859999999988,1122.0,173.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,B9,G4",4,3,100
1217,1021,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1236,1021,,,,,,,,,,,,"A3,G4",2,2,0
1257,1021,,,,,,,,,,,,"A3,A5,G4",3,2,0
1267,1021,606.765,565.0,48.0,,4.0,0.0,1.0,3.0,3.0,0.0,334.0,"A3,A5,G4",3,2,100
1274,1021,896.3819999999993,645.0,46.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,A3,1,1,0
1310,1021,438.7700000000001,464.0,55.0,,2.0,0.0,1.0,1.0,1.0,0.0,0.0,"A3,A5,G4",3,2,100
1431,1021,234.23299999999995,645.0,71.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1551,1021,,,,,,,,,,,,"A3,A5",2,1,0
1557,1021,896.6829999999974,1255.0,249.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,G4",2,2,100
1566,1021,1346.4369999999972,1011.0,109.0,,2.0,0.0,0.0,2.0,2.0,0.0,222.0,"A3,A5",2,1,0
1601,1021,,,,,,,,,,,,"A3,G4",2,2,0
1646,1021,1010.1659999999966,1020.0,200.0,,2.0,0.0,1.0,1.0,1.0,0.0,213.0,"A3,A5,B8,G4",4,3,100
1668,1021,1461.3309999999965,1474.0,255.0,,18.0,0.0,0.0,18.0,0.0,18.0,919.0,"A3,A5,B8,E1,G4",5,4,0
1714,1021,,,,,,,,,,,,,0,0,0
3084,1021,,,,,1.0,8.0,1.0,0.0,0.0,0.0,106.0,"A3,A5,B4,B8,B9,G4",6,3,100
3085,1021,,,,,1.0,17.0,1.0,0.0,0.0,0.0,1000.0,"A3,A5,B8,G4",4,3,100
3089,1021,1991.1879999999987,759.0,77.0,,2.0,15.0,1.0,1.0,1.0,0.0,443.0,"A2,A3,A5,B8,G4",5,3,100
3111,1021,,,,,,,,,,,,"A3,A5,B8,E1,G4",5,4,0
3129,1021,,,,,,,,,,,,"A3,A5,B4,G4",4,3,0
3131,1021,933.1449999999984,1152.0,207.0,,1.0,19.0,1.0,0.0,0.0,0.0,780.0,"A5,B8,B9,G4",4,3,100
3418,1021,1172.2780000000012,1483.0,168.0,,2.0,23.0,1.0,1.0,0.0,1.0,1117.0,"A3,A5,B8,G4",4,3,100
3434,1021,,,,,1.0,1.0,1.0,0.0,0.0,0.0,15.0,"A3,A5,B8,G4",4,3,100
3476,1021,659.3559999999976,1057.0,96.0,,4.0,13.0,1.0,3.0,2.0,1.0,317.0,"A3,A5,B8,G4",4,3,100
3512,1021,2567.1139999999978,2215.0,419.0,,8.0,69.0,1.0,7.0,7.0,0.0,1283.0,"A2,A3,A5,B4,B8,G4",6,3,100
1110,1022,1594.8660000000004,1049.0,147.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1118,1022,336.2510000000002,290.0,36.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,B9,G4",4,3,100
1150,1022,823.5679999999985,852.0,72.0,,6.0,0.0,1.0,5.0,0.0,5.0,231.0,"A3,B8,G4",3,3,100
1174,1022,1261.0289999999984,1334.0,219.0,,13.0,0.0,1.0,12.0,10.0,2.0,215.0,"B4,G4",2,2,100
1177,1022,854.0339999999999,428.0,60.0,,10.0,0.0,0.0,10.0,0.0,10.0,92.0,"A3,B4,G4",3,3,0
1218,1022,482.70399999999904,954.0,96.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,C8,G4",4,4,100
1228,1022,,,,,,,,,,,,"A3,A5",2,1,0
1249,1022,671.0400000000001,109.0,4.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,A3,1,1,0
1286,1022,552.3139999999995,704.0,51.0,,2.0,0.0,1.0,1.0,0.0,1.0,187.0,"A5,B4,B8,B9,E1,G4",6,4,100
1304,1022,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,E1,G4",4,4,100
1311,1022,,,,,,,,,,,,A5,1,1,0
1432,1022,350.9319999999996,482.0,13.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,G4",2,2,100
1464,1022,834.8949999999987,550.0,38.0,,3.0,0.0,1.0,2.0,0.0,2.0,325.0,"A3,A5,B4,B8,C8,G4",6,4,100
1549,1022,782.0380000000001,492.0,89.0,,3.0,0.0,0.0,3.0,3.0,0.0,12.0,"A3,A4,A5,G4",4,2,0
1559,1022,,,,,,,,,,,,"A3,A5,B8,G4",4,3,0
1570,1022,,,,,,,,,,,,,0,0,0
1650,1022,1348.1760000000008,820.0,71.0,,11.0,1.0,0.0,11.0,11.0,0.0,779.0,"A3,A5,B8,G4",4,3,0
1652,1022,500.6449999999994,780.0,56.0,,9.0,0.0,1.0,8.0,8.0,0.0,785.0,"A5,B8,B9,E1,G4",5,4,100
1657,1022,1278.4709999999986,971.0,154.0,,4.0,0.0,1.0,3.0,2.0,1.0,170.0,"A3,A5,B4,B8,G4",5,3,100
1664,1022,1678.8469999999977,2061.0,320.0,,2.0,0.0,0.0,2.0,0.0,2.0,0.0,"A3,A5,B4,G4",4,3,0
1669,1022,1885.535999999996,1558.0,232.0,,2.0,0.0,0.0,2.0,0.0,2.0,37.0,"A3,A5,B8,G4",4,3,0
1676,1022,1370.165999999995,1560.0,231.0,,19.0,0.0,0.0,19.0,6.0,13.0,629.0,"A5,B4,B8,G4",4,3,0
1684,1022,,,,,,,,,,,,"A5,B8,G4",3,3,0
3071,1022,488.425,635.0,68.0,,6.0,2.0,1.0,5.0,1.0,4.0,195.0,"A2,A5,B4,B8,E1,G4",6,4,100
3092,1022,,,,,1.0,4.0,1.0,0.0,0.0,0.0,80.0,"A2,A5,B4,B8,C3,C8,G4",7,4,100
3137,1022,,,,,1.0,9.0,1.0,0.0,0.0,0.0,39.0,"A3,A5,B8,C8,G4",5,4,100
3138,1022,,,,,1.0,7.0,1.0,0.0,0.0,0.0,186.0,"A5,B8,E1,G4",4,4,100
3259,1022,644.8890000000004,457.0,36.0,,2.0,5.0,1.0,1.0,0.0,1.0,99.0,"A5,B8,G4",3,3,100
3264,1022,,,,,1.0,23.0,1.0,0.0,0.0,0.0,594.0,"A3,A5,B11,B4,B8,E1,G4",7,4,100
3304,1022,,,,,1.0,29.0,1.0,0.0,0.0,0.0,931.0,"A3,A5,B4,B8,B9,G4",6,3,100
3309,1022,1533.2670000000005,1569.0,227.0,,2.0,42.0,1.0,1.0,1.0,0.0,1963.0,"A2,A3,A5,B8,G4",5,3,100
3331,1022,1420.596999999998,765.0,116.0,,7.0,25.0,1.0,6.0,1.0,5.0,1336.0,"A2,A5,B8,G4",4,3,100
3419,1022,,,,,1.0,20.0,1.0,0.0,0.0,0.0,680.0,"A3,A5,B8,E2,G4",5,4,100
1105,1020,230.9990000000001,192.0,9.0,,2.0,0.0,1.0,1.0,1.0,0.0,9.0,"A3,B4,G4",3,3,100
1219,1020,619.2180000000005,578.0,96.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1221,1020,683.7629999999981,767.0,72.0,,2.0,0.0,1.0,1.0,1.0,0.0,22.0,"A3,A5,G4",3,2,100
1231,1020,628.2179999999987,903.0,127.0,,8.0,0.0,1.0,7.0,0.0,7.0,460.0,"A5,B8,G4",3,3,100
1234,1020,659.16,610.0,73.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1242,1020,1053.587,747.0,74.0,,2.0,0.0,0.0,2.0,0.0,2.0,13.0,"A3,G4",2,2,0
1253,1020,1168.1259999999993,662.0,60.0,,15.0,0.0,1.0,14.0,12.0,2.0,966.0,"A3,A5,G4",3,2,100
1264,1020,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,G4",3,3,100
1281,1020,338.6659999999998,569.0,47.0,,7.0,0.0,1.0,6.0,6.0,0.0,4.0,"A5,B8,E1,G4",4,4,100
1291,1020,1113.2429999999997,939.0,143.0,,16.0,0.0,1.0,15.0,1.0,14.0,609.0,"A5,B8,G4",3,3,100
1296,1020,713.2179999999988,497.0,34.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B4,B8,G4",5,3,100
1299,1020,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,G4",3,3,100
1300,1020,1066.2359999999987,1009.0,156.0,,6.0,0.0,1.0,5.0,5.0,0.0,56.0,"A3,A5,G4",3,2,100
1564,1020,,,,,,,,,,,,A5,1,1,0
1603,1020,1122.7729999999988,1390.0,215.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1612,1020,1207.8329999999976,973.0,119.0,,40.0,0.0,1.0,39.0,0.0,39.0,571.0,"A3,A5,B8,C8,E1,G4",6,5,100
1644,1020,2115.930999999998,957.0,113.0,,17.0,0.0,0.0,17.0,10.0,7.0,1128.0,"A5,B8,E1,G4",4,4,0
1699,1020,1402.422999999985,2622.0,268.0,,6.0,0.0,1.0,5.0,0.0,5.0,363.0,"A5,G4",2,2,100
3048,1020,1086.2120000000011,848.0,145.0,,11.0,19.0,1.0,10.0,7.0,3.0,1026.0,"A2,A3,A5,B8,G4",5,3,100
3054,1020,864.4650000000005,465.0,57.0,,2.0,7.0,1.0,1.0,1.0,0.0,161.0,"A3,A5,B8,G4",4,3,100
3055,1020,,,,,,,,,,,,"A3,G4",2,2,0
3066,1020,568.2119999999994,582.0,107.0,,2.0,6.0,1.0,1.0,1.0,0.0,160.0,"A5,B8,E1,G4",4,4,100
3069,1020,327.834,512.0,27.0,,3.0,7.0,1.0,2.0,2.0,0.0,38.0,"A3,A5,B8,E1,G4",5,4,100
3088,1020,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,C8,E1,G4",6,5,100
3104,1020,2183.157000000003,1263.0,140.0,,42.0,37.0,1.0,41.0,0.0,41.0,1158.0,"A2,A3,A5,B8,C8,G4",6,4,100
3105,1020,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
3106,1020,569.3559999999985,1312.0,110.0,,4.0,10.0,1.0,3.0,3.0,0.0,594.0,"A3,A5,B8,E1,G4",5,4,100
3113,1020,2181.8670000000043,2483.0,399.0,,4.0,69.0,1.0,3.0,3.0,0.0,1450.0,"A3,A5,G4",3,2,100
3124,1020,410.142,525.0,65.0,,2.0,3.0,1.0,1.0,1.0,0.0,12.0,"A2,A3,A5,B4,B8,G4",6,3,100
3127,1020,,,,,2.0,11.0,0.0,2.0,1.0,1.0,769.0,"A3,B8,G4",3,3,0
3128,1020,2535.0290000000077,3262.0,585.0,,13.0,54.0,0.0,13.0,8.0,5.0,1152.0,"A3,B8,G4",3,3,0
3132,1020,1304.2069999999972,1316.0,245.0,,8.0,49.0,1.0,7.0,0.0,7.0,988.0,"A3,B8,B9,E1,G4",5,4,100
3140,1020,,,,,1.0,8.0,1.0,0.0,0.0,0.0,77.0,"A2,A3,A5,B8,B9,E1,G4",7,4,100
3144,1020,,,,,1.0,6.0,1.0,0.0,0.0,0.0,163.0,"A3,A5,B8,G4",4,3,100
3266,1020,,,,,,,,,,,,"A3,G4",2,2,0
3317,1020,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
3327,1020,1584.1729999999966,1712.0,225.0,,1.0,39.0,1.0,0.0,0.0,0.0,2025.0,"A3,A5,B4,B8,B9,G4",6,3,100
3509,1020,1161.7500000000014,907.0,136.0,,4.0,9.0,1.0,3.0,0.0,3.0,313.0,"A2,A3,A5,E1,G4",5,3,100
3511,1020,,,,,1.0,12.0,1.0,0.0,0.0,0.0,283.0,"B8,G4",2,2,100
3522,1020,1771.0119999999963,1222.0,238.0,,6.0,11.0,1.0,5.0,0.0,5.0,376.0,"A2,A3,A5,B8,G4",5,3,100
1109,1023,278.701,336.0,25.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,G4",3,3,100
1112,1023,415.8659999999996,519.0,39.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1116,1023,319.3129999999998,589.0,59.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,G4",3,3,100
