usuario,question,tempo_implementacao,num_eventos,num_eventos_del,num_submissoes,num_tests,num_correct,num_errors,num_logic_errors,num_syntax_errors,qtd_alteracoes_codigo,taxa_acerto,taxa_aceitacao,num_consultas,misconceptions_detectados,total_misconceptions,categorias_afetadas,dificuldade,MD1_taxa_acerto,MD2_num_submissoes,MD3_taxa_aceitacao,MD4_num_testes,MD5_num_consultas,MD6_erros_logica,MD7_erros_sintaxe,MD8_total_erros,MD9_eventos_delecao,MD10_total_eventos,MD11_tempo_implementacao,MD12_alteracoes_codigo,MD13_discriminacao_questao,MD13_contribuicao_individual
3315,1002,,,,1,2,1.0,0,0,0,22,0.0,1.0,3,,0,0,0,0.0,1,1.0,2,3,0,0,0,,,,22,,
3323,1002,,,,1,5,1.0,0,0,0,61,0.0,1.0,6,,0,0,0,0.0,1,1.0,5,6,0,0,0,,,,61,,
3324,1002,,,,1,11,1.0,0,0,0,172,0.0,1.0,12,,0,0,0,0.0,1,1.0,11,12,0,0,0,,,,172,,
3325,1002,,,,1,1,1.0,0,0,0,0,0.0,1.0,2,,0,0,0,0.0,1,1.0,1,2,0,0,0,,,,0,,
3417,1002,,,,1,13,1.0,0,0,0,270,0.0,1.0,14,G4,1,1,0,0.0,1,1.0,13,14,0,0,0,,,,270,,
3451,1002,,,,1,6,1.0,0,0,0,54,0.0,1.0,7,G4,1,1,0,0.0,1,1.0,6,7,0,0,0,,,,54,,
3486,1002,878.6249999999997,438.0,41.0,4,14,1.0,3,2,1,199,0.0,0.25,18,G4,1,1,0,0.0,4,0.25,14,18,2,1,3,41.0,438.0,878.6249999999997,199,,
3543,1002,,,,1,26,1.0,0,0,0,628,0.0,1.0,27,G4,1,1,0,0.0,1,1.0,26,27,0,0,0,,,,628,,
1091,1018,1397.112999999996,1818.0,194.0,38,0,1.0,37,31,6,696,0.0,0.02631578947368421,38,A3,1,1,0,0.0,38,0.02631578947368421,0,38,31,6,37,194.0,1818.0,1397.112999999996,696,,
1114,1018,388.6439999999994,482.0,27.0,1,0,1.0,0,0,0,0,0.0,1.0,1,"A5,G4",2,2,0,0.0,1,1.0,0,1,0,0,0,27.0,482.0,388.6439999999994,0,,
1117,1018,217.9,412.0,57.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,57.0,412.0,217.9,0,,
1151,1018,1522.9839999999997,923.0,121.0,7,0,0.0,7,5,2,138,0.0,0.0,7,"A3,G4",2,2,0,0.0,7,0.0,0,7,5,2,7,121.0,923.0,1522.9839999999997,138,,
1172,1018,531.635,522.0,68.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,68.0,522.0,531.635,0,,
1187,1018,592.2580000000002,677.0,50.0,5,0,1.0,4,0,4,326,0.0,0.2,5,,0,0,0,0.0,5,0.2,0,5,0,4,4,50.0,677.0,592.2580000000002,326,,
1190,1018,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1215,1018,587.704999999999,512.0,28.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,28.0,512.0,587.704999999999,0,,
1246,1018,1666.491000000001,893.0,66.0,18,0,1.0,17,16,1,215,0.0,0.05555555555555555,18,,0,0,0,0.0,18,0.05555555555555555,0,18,16,1,17,66.0,893.0,1666.491000000001,215,,
1289,1018,355.06700000000006,411.0,59.0,7,0,1.0,6,6,0,37,0.0,0.14285714285714285,7,G4,1,1,0,0.0,7,0.14285714285714285,0,7,6,0,6,59.0,411.0,355.06700000000006,37,,
1292,1018,332.29200000000026,274.0,17.0,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,17.0,274.0,332.29200000000026,0,,
1306,1018,298.59400000000005,294.0,30.0,2,0,1.0,1,1,0,63,0.0,0.5,2,G4,1,1,0,0.0,2,0.5,0,2,1,0,1,30.0,294.0,298.59400000000005,63,,
1307,1018,292.369,411.0,22.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,22.0,411.0,292.369,0,,
1393,1018,289.78400000000016,427.0,33.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,33.0,427.0,289.78400000000016,0,,
1403,1018,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1449,1018,590.9660000000002,392.0,14.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,14.0,392.0,590.9660000000002,0,,
1460,1018,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1554,1018,308.4889999999999,283.0,18.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,18.0,283.0,308.4889999999999,0,,
1642,1018,2143.3159999999957,1969.0,333.0,4,0,1.0,3,3,0,227,0.0,0.25,4,,0,0,0,0.0,4,0.25,0,4,3,0,3,333.0,1969.0,2143.3159999999957,227,,
1651,1018,779.3819999999992,701.0,71.0,4,0,1.0,3,3,0,43,0.0,0.25,4,,0,0,0,0.0,4,0.25,0,4,3,0,3,71.0,701.0,779.3819999999992,43,,
1704,1018,423.5959999999997,479.0,17.0,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,17.0,479.0,423.5959999999997,0,,
3047,1018,3799.470999999997,2362.0,440.0,4,89,0.0,4,2,2,1300,0.0,0.0,93,"A3,G4",2,2,0,0.0,4,0.0,89,93,2,2,4,440.0,2362.0,3799.470999999997,1300,,
3057,1018,,,,1,4,1.0,0,0,0,17,0.0,1.0,5,,0,0,0,0.0,1,1.0,4,5,0,0,0,,,,17,,
3112,1018,,,,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,,,,0,,
3115,1018,,,,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,,,,0,,
3119,1018,,,,1,2,1.0,0,0,0,33,0.0,1.0,3,,0,0,0,0.0,1,1.0,2,3,0,0,0,,,,33,,
3125,1018,2585.0379999999946,2498.0,228.0,1,34,0.0,1,1,0,2565,0.0,0.0,35,,0,0,0,0.0,1,0.0,34,35,1,0,1,228.0,2498.0,2585.0379999999946,2565,,
3136,1018,,,,1,10,1.0,0,0,0,396,0.0,1.0,11,,0,0,0,0.0,1,1.0,10,11,0,0,0,,,,396,,
3260,1018,,,,1,3,1.0,0,0,0,9,0.0,1.0,4,G4,1,1,0,0.0,1,1.0,3,4,0,0,0,,,,9,,
3322,1018,,,,1,5,1.0,0,0,0,43,0.0,1.0,6,G4,1,1,0,0.0,1,1.0,5,6,0,0,0,,,,43,,
3330,1018,1800.2299999999962,1130.0,212.0,3,24,1.0,2,2,0,1055,0.0,0.3333333333333333,27,,0,0,0,0.0,3,0.3333333333333333,24,27,2,0,2,212.0,1130.0,1800.2299999999962,1055,,
1096,1019,348.84900000000005,326.0,5.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,5.0,326.0,348.84900000000005,0,,
1102,1019,721.2899999999993,405.0,21.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,21.0,405.0,721.2899999999993,0,,
1157,1019,355.9920000000001,316.0,16.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,16.0,316.0,355.9920000000001,0,,
1179,1019,437.3740000000001,572.0,52.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,52.0,572.0,437.3740000000001,0,,
1193,1019,384.4539999999998,53.0,1.0,2,0,1.0,1,1,0,3,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,1,0,1,1.0,53.0,384.4539999999998,3,,
1203,1019,1685.9309999999978,951.0,162.0,26,0,1.0,25,2,23,1579,0.0,0.038461538461538464,26,,0,0,0,0.0,26,0.038461538461538464,0,26,2,23,25,162.0,951.0,1685.9309999999978,1579,,
1224,1019,838.5209999999973,729.0,63.0,11,0,1.0,10,7,3,293,0.0,0.09090909090909091,11,,0,0,0,0.0,11,0.09090909090909091,0,11,7,3,10,63.0,729.0,838.5209999999973,293,,
1232,1019,294.47600000000017,319.0,21.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,21.0,319.0,294.47600000000017,0,,
1241,1019,1787.5189999999948,1007.0,77.0,5,0,1.0,4,0,4,225,0.0,0.2,5,,0,0,0,0.0,5,0.2,0,5,0,4,4,77.0,1007.0,1787.5189999999948,225,,
1250,1019,285.9540000000002,459.0,68.0,2,0,1.0,1,1,0,16,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,1,0,1,68.0,459.0,285.9540000000002,16,,
1259,1019,432.4399999999998,534.0,25.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,25.0,534.0,432.4399999999998,0,,
1278,1019,372.2719999999997,642.0,62.0,8,0,1.0,7,3,4,182,0.0,0.125,8,G4,1,1,0,0.0,8,0.125,0,8,3,4,7,62.0,642.0,372.2719999999997,182,,
1303,1019,1429.2649999999962,1256.0,164.0,3,0,1.0,2,2,0,28,0.0,0.3333333333333333,3,G4,1,1,0,0.0,3,0.3333333333333333,0,3,2,0,2,164.0,1256.0,1429.2649999999962,28,,
1305,1019,459.0419999999999,1304.0,386.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,386.0,1304.0,459.0419999999999,0,,
1448,1019,1935.886,872.0,135.0,2,0,0.0,2,1,1,214,0.0,0.0,2,G4,1,1,0,0.0,2,0.0,0,2,1,1,2,135.0,872.0,1935.886,214,,
1461,1019,224.5730000000001,449.0,29.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,29.0,449.0,224.5730000000001,0,,
1610,1019,575.4319999999996,899.0,130.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,130.0,899.0,575.4319999999996,0,,
1645,1019,775.620999999999,510.0,75.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,75.0,510.0,775.620999999999,0,,
1659,1019,653.0719999999994,713.0,71.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,71.0,713.0,653.0719999999994,0,,
1661,1019,380.7440000000001,628.0,91.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,91.0,628.0,380.7440000000001,0,,
1662,1019,432.6619999999999,708.0,60.0,2,0,1.0,1,1,0,185,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,1,0,1,60.0,708.0,432.6619999999999,185,,
3061,1019,638.489,802.0,95.0,5,7,1.0,4,3,1,378,0.0,0.2,12,"A3,G4",2,2,0,0.0,5,0.2,7,12,3,1,4,95.0,802.0,638.489,378,,
3065,1019,1044.312,772.0,138.0,7,20,1.0,6,6,0,622,0.0,0.14285714285714285,27,G4,1,1,0,0.0,7,0.14285714285714285,20,27,6,0,6,138.0,772.0,1044.312,622,,
3070,1019,,,,1,1,1.0,0,0,0,0,0.0,1.0,2,,0,0,0,0.0,1,1.0,1,2,0,0,0,,,,0,,
3072,1019,1641.1969999999965,1233.0,170.0,5,18,1.0,4,0,4,1141,0.0,0.2,23,G4,1,1,0,0.0,5,0.2,18,23,0,4,4,170.0,1233.0,1641.1969999999965,1141,,
3073,1019,3598.8389999999963,1335.0,202.0,28,66,1.0,27,14,13,934,0.0,0.03571428571428571,94,,0,0,0,0.0,28,0.03571428571428571,66,94,14,13,27,202.0,1335.0,3598.8389999999963,934,,
3117,1019,492.0679999999997,574.0,36.0,2,5,1.0,1,1,0,46,0.0,0.5,7,,0,0,0,0.0,2,0.5,5,7,1,0,1,36.0,574.0,492.0679999999997,46,,
3307,1019,,,,1,12,1.0,0,0,0,796,0.0,1.0,13,,0,0,0,0.0,1,1.0,12,13,0,0,0,,,,796,,
3310,1019,,,,1,4,1.0,0,0,0,35,0.0,1.0,5,G4,1,1,0,0.0,1,1.0,4,5,0,0,0,,,,35,,
3311,1019,,,,1,2,1.0,0,0,0,82,0.0,1.0,3,,0,0,0,0.0,1,1.0,2,3,0,0,0,,,,82,,
3321,1019,259.41699999999975,404.0,30.0,4,4,1.0,3,1,2,21,0.0,0.25,8,,0,0,0,0.0,4,0.25,4,8,1,2,3,30.0,404.0,259.41699999999975,21,,
3400,1019,644.7980000000001,586.0,69.0,5,20,1.0,4,4,0,523,0.0,0.2,25,G4,1,1,0,0.0,5,0.2,20,25,4,0,4,69.0,586.0,644.7980000000001,523,,
3456,1019,1408.123999999997,1158.0,191.0,3,16,1.0,2,2,0,572,0.0,0.3333333333333333,19,G4,1,1,0,0.0,3,0.3333333333333333,16,19,2,0,2,191.0,1158.0,1408.123999999997,572,,
1105,1020,230.9990000000001,192.0,9.0,2,0,1.0,1,1,0,9,0.0,0.5,2,G4,1,1,0,0.0,2,0.5,0,2,1,0,1,9.0,192.0,230.9990000000001,9,,
1219,1020,619.2180000000005,578.0,96.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,96.0,578.0,619.2180000000005,0,,
1221,1020,683.7629999999981,767.0,72.0,2,0,1.0,1,1,0,22,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,1,0,1,72.0,767.0,683.7629999999981,22,,
1231,1020,628.2179999999987,903.0,127.0,8,0,1.0,7,0,7,460,0.0,0.125,8,,0,0,0,0.0,8,0.125,0,8,0,7,7,127.0,903.0,628.2179999999987,460,,
1234,1020,659.16,610.0,73.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,73.0,610.0,659.16,0,,
1253,1020,1168.1259999999993,662.0,60.0,15,0,1.0,14,12,2,966,0.0,0.06666666666666667,15,,0,0,0,0.0,15,0.06666666666666667,0,15,12,2,14,60.0,662.0,1168.1259999999993,966,,
1264,1020,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1281,1020,338.6659999999998,569.0,47.0,7,0,1.0,6,6,0,4,0.0,0.14285714285714285,7,,0,0,0,0.0,7,0.14285714285714285,0,7,6,0,6,47.0,569.0,338.6659999999998,4,,
1291,1020,1113.2429999999997,939.0,143.0,16,0,1.0,15,1,14,609,0.0,0.0625,16,,0,0,0,0.0,16,0.0625,0,16,1,14,15,143.0,939.0,1113.2429999999997,609,,
1296,1020,713.2179999999988,497.0,34.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,34.0,497.0,713.2179999999988,0,,
1298,1020,427.7459999999995,535.0,27.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,27.0,535.0,427.7459999999995,0,,
1299,1020,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1300,1020,1066.2359999999987,1009.0,156.0,6,0,1.0,5,5,0,56,0.0,0.16666666666666666,6,,0,0,0,0.0,6,0.16666666666666666,0,6,5,0,5,156.0,1009.0,1066.2359999999987,56,,
1603,1020,1122.7729999999988,1390.0,215.0,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,215.0,1390.0,1122.7729999999988,0,,
1612,1020,1207.8329999999976,973.0,119.0,40,0,1.0,39,0,39,571,0.0,0.025,40,,0,0,0,0.0,40,0.025,0,40,0,39,39,119.0,973.0,1207.8329999999976,571,,
1643,1020,1015.4029999999998,1020.0,181.0,8,0,1.0,7,6,1,430,0.0,0.125,8,,0,0,0,0.0,8,0.125,0,8,6,1,7,181.0,1020.0,1015.4029999999998,430,,
1699,1020,1402.422999999985,2622.0,268.0,6,0,1.0,5,0,5,363,0.0,0.16666666666666666,6,,0,0,0,0.0,6,0.16666666666666666,0,6,0,5,5,268.0,2622.0,1402.422999999985,363,,
3048,1020,1086.2120000000011,848.0,145.0,11,19,1.0,10,7,3,1026,0.0,0.09090909090909091,30,G4,1,1,0,0.0,11,0.09090909090909091,19,30,7,3,10,145.0,848.0,1086.2120000000011,1026,,
3054,1020,864.4650000000005,465.0,57.0,2,7,1.0,1,1,0,161,0.0,0.5,9,,0,0,0,0.0,2,0.5,7,9,1,0,1,57.0,465.0,864.4650000000005,161,,
3066,1020,568.2119999999994,582.0,107.0,2,6,1.0,1,1,0,160,0.0,0.5,8,,0,0,0,0.0,2,0.5,6,8,1,0,1,107.0,582.0,568.2119999999994,160,,
3069,1020,327.834,512.0,27.0,3,7,1.0,2,2,0,38,0.0,0.3333333333333333,10,,0,0,0,0.0,3,0.3333333333333333,7,10,2,0,2,27.0,512.0,327.834,38,,
3113,1020,2181.8670000000043,2483.0,399.0,4,69,1.0,3,3,0,1450,0.0,0.25,73,G4,1,1,0,0.0,4,0.25,69,73,3,0,3,399.0,2483.0,2181.8670000000043,1450,,
3124,1020,410.142,525.0,65.0,2,3,1.0,1,1,0,12,0.0,0.5,5,G4,1,1,0,0.0,2,0.5,3,5,1,0,1,65.0,525.0,410.142,12,,
3128,1020,2535.0290000000077,3262.0,585.0,13,54,0.0,13,8,5,1152,0.0,0.0,67,,0,0,0,0.0,13,0.0,54,67,8,5,13,585.0,3262.0,2535.0290000000077,1152,,
3132,1020,1304.2069999999972,1316.0,245.0,8,49,1.0,7,0,7,988,0.0,0.125,57,G4,1,1,0,0.0,8,0.125,49,57,0,7,7,245.0,1316.0,1304.2069999999972,988,,
3140,1020,,,,1,8,1.0,0,0,0,77,0.0,1.0,9,G4,1,1,0,0.0,1,1.0,8,9,0,0,0,,,,77,,
3144,1020,,,,1,6,1.0,0,0,0,163,0.0,1.0,7,G4,1,1,0,0.0,1,1.0,6,7,0,0,0,,,,163,,
3317,1020,,,,1,1,1.0,0,0,0,0,0.0,1.0,2,,0,0,0,0.0,1,1.0,1,2,0,0,0,,,,0,,
3327,1020,1584.1729999999966,1712.0,225.0,1,39,1.0,0,0,0,2025,0.0,1.0,40,,0,0,0,0.0,1,1.0,39,40,0,0,0,225.0,1712.0,1584.1729999999966,2025,,
3509,1020,1161.7500000000014,907.0,136.0,4,9,1.0,3,0,3,313,0.0,0.25,13,A3,1,1,0,0.0,4,0.25,9,13,0,3,3,136.0,907.0,1161.7500000000014,313,,
3511,1020,,,,1,12,1.0,0,0,0,283,0.0,1.0,13,G4,1,1,0,0.0,1,1.0,12,13,0,0,0,,,,283,,
1103,1021,896.6069999999994,615.0,103.0,5,0,1.0,4,0,4,173,0.0,0.2,5,,0,0,0,0.0,5,0.2,0,5,0,4,4,103.0,615.0,896.6069999999994,173,,
1111,1021,910.7069999999997,490.0,42.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,42.0,490.0,910.7069999999997,0,,
1140,1021,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1155,1021,501.9539999999998,472.0,72.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,72.0,472.0,501.9539999999998,0,,
1191,1021,608.9050000000001,325.0,75.0,8,0,1.0,7,1,6,256,0.0,0.125,8,G4,1,1,0,0.0,8,0.125,0,8,1,6,7,75.0,325.0,608.9050000000001,256,,
1200,1021,926.99,1929.0,222.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,222.0,1929.0,926.99,0,,
1214,1021,672.8859999999988,1122.0,173.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,173.0,1122.0,672.8859999999988,0,,
1217,1021,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1267,1021,606.765,565.0,48.0,4,0,1.0,3,3,0,334,0.0,0.25,4,,0,0,0,0.0,4,0.25,0,4,3,0,3,48.0,565.0,606.765,334,,
1293,1021,1601.8279999999957,1435.0,267.0,4,0,1.0,3,3,0,231,0.0,0.25,4,,0,0,0,0.0,4,0.25,0,4,3,0,3,267.0,1435.0,1601.8279999999957,231,,
1295,1021,420.4049999999999,370.0,36.0,2,0,1.0,1,1,0,5,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,1,0,1,36.0,370.0,420.4049999999999,5,,
1310,1021,438.7700000000001,464.0,55.0,2,0,1.0,1,1,0,0,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,1,0,1,55.0,464.0,438.7700000000001,0,,
1313,1021,1348.6569999999974,1644.0,310.0,2,0,0.0,2,1,1,129,0.0,0.0,2,A3,1,1,0,0.0,2,0.0,0,2,1,1,2,310.0,1644.0,1348.6569999999974,129,,
1431,1021,234.23299999999995,645.0,71.0,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,71.0,645.0,234.23299999999995,0,,
1557,1021,896.6829999999974,1255.0,249.0,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,249.0,1255.0,896.6829999999974,0,,
1566,1021,1346.4369999999972,1011.0,109.0,2,0,0.0,2,2,0,222,0.0,0.0,2,,0,0,0,0.0,2,0.0,0,2,2,0,2,109.0,1011.0,1346.4369999999972,222,,
1646,1021,1010.1659999999966,1020.0,200.0,2,0,1.0,1,1,0,213,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,1,0,1,200.0,1020.0,1010.1659999999966,213,,
1654,1021,1803.342,1130.0,113.0,2,0,1.0,1,0,1,75,0.0,0.5,2,,0,0,0,0.0,2,0.5,0,2,0,1,1,113.0,1130.0,1803.342,75,,
1658,1021,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,,0,0,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
3131,1021,933.1449999999984,1152.0,207.0,1,19,1.0,0,0,0,780,0.0,1.0,20,,0,0,0,0.0,1,1.0,19,20,0,0,0,207.0,1152.0,933.1449999999984,780,,
3418,1021,1172.2780000000012,1483.0,168.0,2,23,1.0,1,0,1,1117,0.0,0.5,25,G4,1,1,0,0.0,2,0.5,23,25,0,1,1,168.0,1483.0,1172.2780000000012,1117,,
3476,1021,659.3559999999976,1057.0,96.0,4,13,1.0,3,2,1,317,0.0,0.25,17,,0,0,0,0.0,4,0.25,13,17,2,1,3,96.0,1057.0,659.3559999999976,317,,
