question_id,complexity,n_classes,n_functions,loc,lloc,sloc,comments,single_comments,multi_comments,blank_lines,h1,h2,N1,N2,h,N,calculated_N,volume,difficulty,effort,bugs,time,endmarker,name,number,string,newline,indent,dedent,lpar,rpar,lsqb,rsqb,colon,comma,semi,plus,minus,star,slash,vbar,amper,less,greater,equal,dot,percent,lbrace,rbrace,eq_equal,not_eq,less_eq,greater_eq,tilde,circumflex,lshift,rshift,dbl_star,plus_eq,minus_eq,star_eq,slash_eq,percent_eq,amper_eq,vbar_eq,circumflex_eq,lshift_eq,rshift_eq,dbl_star_eq,dbl_slash,dbl_slash_eq,at,at_eq,rarrow,ellipsis,colon_eq,op,error_token,comment,nl,encoding,number_int,number_float,kwd_and,kwd_or,kwd_not,kwd_none,kwd_false,kwd_true,kwd_as,kwd_assert,kwd_async,kwd_await,kwd_break,kwd_class,kwd_continue,kwd_def,kwd_del,kwd_if,kwd_elif,kwd_else,kwd_except,kwd_finally,kwd_for,kwd_while,kwd_import,kwd_from,kwd_global,kwd_in,kwd_is,kwd_lambda,kwd_nonlocal,kwd_pass,kwd_raise,kwd_return,kwd_try,kwd_with,kwd_yield,keyword,identifier,builtin_type,builtin_func,kwd_print,kwd_input,builtin_type_unique,builtin_func_unique,identifiers_unique,identifiers_max_len,identifiers_min_len,identifiers_mean_len
2625,4,0,0,11,11,10,1,1,0,0,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,,,,10,3,3,12,12,5,5,4,1,,,,1,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,2,3,1,1,1,4,10,5,1,3.3
2619,4,0,0,9,9,8,1,1,0,0,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,,,,8,3,3,9,9,3,3,4,1,,,,1,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,2,3,1,1,1,5,7,5,1,2.7142857142857144
2621,2,0,0,8,8,7,1,1,0,0,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,1,,,,7,1,1,11,11,2,2,2,2,,,,2,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,1,5,1,1,1,6,7,11,1,4.142857142857143
2618,4,0,0,10,9,8,1,1,0,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,,,,8,3,3,9,9,3,3,4,1,,,,1,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,2,3,1,1,1,5,7,5,1,2.7142857142857144
2626,2,0,0,9,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,8,1,1,9,9,4,4,2,1,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,1,2,1,1,1,4,9,5,1,3.2222222222222223
2620,2,0,0,8,8,7,1,1,0,0,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,1,,,,7,1,1,11,11,2,2,2,2,,,,2,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,1,5,1,1,1,6,7,11,1,4.142857142857143
2462,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,1,4,4,4.0
2490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2668,1,0,0,6,4,4,0,0,0,2,3,4,3,6,7,9,12.75488750216347,25.26619429851844,2.25,56.848937171666485,0.008422064766172813,3.158274287314805,1,,,2,4,,,8,8,,,,1,,1,,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,2,1,3,3,1,1,1.0
2673,1,0,0,8,5,5,0,0,0,3,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,0.009,1.5,1,,,2,5,,,7,7,,,,1,,,,2,1,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,1,1,2,1,3,6,4,1,2.0
2683,1,0,0,6,4,4,0,0,0,2,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,0.009,1.5,1,,,,4,,,7,7,,,,,,,,3,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,,1,2,2,2,4,5,2,3.75
2670,1,0,0,8,6,6,0,0,0,2,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,0.01850219859070546,6.852666144705727,1,,,,6,,,16,16,,,,4,,1,1,3,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,3,4,1,3,1,4,6,4,1,2.0
2669,1,0,0,9,6,6,0,0,0,3,3,9,5,10,12,15,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,0.017924812503605784,4.9791145843349405,1,,,3,6,,,11,11,,,,1,,2,,,1,,,,,4,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,3,1,1,3,1,3,6,4,1,2.0
2672,1,0,0,8,5,5,0,0,0,3,3,11,7,14,14,21,42.808635307173745,79.95445336320968,1.9090909090909092,152.64032005703666,0.026651484454403226,8.480017780946481,1,,,2,5,,,9,9,,,,1,,,,3,3,,,,,3,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,2,1,1,2,1,3,7,4,1,2.142857142857143
2671,1,0,0,8,5,5,0,0,0,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,1,,,2,5,,,7,7,,,,1,,,,1,1,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,1,1,2,1,3,6,4,1,2.0
2684,1,0,0,5,4,4,0,0,0,1,1,4,2,4,5,6,8.0,13.931568569324174,0.5,6.965784284662087,0.004643856189774725,0.3869880158145604,1,,,,4,,,8,8,,,,1,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,1,3,1,3,3,11,5,7.666666666666667
2666,1,0,0,8,6,6,0,0,0,2,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,0.009,1.5,1,,,4,6,,,12,12,,,,1,,1,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,3,1,4,1,4,5,9,2,3.4
2664,1,0,0,3,3,3,0,0,0,0,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,1,,,1,3,,,4,4,,,,1,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,3,2,5,1,3.0
2665,1,0,0,8,6,6,0,0,0,2,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,0.009,1.5,1,,,4,6,,,12,12,,,,1,,1,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,3,1,4,1,4,5,9,2,3.4
2703,2,0,0,6,5,5,0,0,0,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,,,2,5,2,2,5,5,,,2,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,2,1,1,2,1,5,5,5.0
2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
1749,2,0,0,8,6,6,0,0,0,2,5,10,5,10,15,15,44.82892142331043,58.60335893412778,2.5,146.50839733531944,0.019534452978042596,8.139355407517748,1,,,5,6,,,10,10,,,,3,,,1,1,1,,,,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,2,,2,2,1,2,4,6,5,5.5
2736,2,0,0,13,10,10,0,0,0,3,4,9,6,12,13,18,36.52932501298081,66.60791492653966,2.6666666666666665,177.62110647077242,0.022202638308846556,9.867839248376246,1,,,5,10,1,1,16,16,,,1,1,,2,,1,2,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,5,1,1,5,1,3,7,11,2,4.857142857142857
2760,13,0,0,30,24,24,5,5,0,1,7,26,18,36,33,54,141.86291712607164,272.3972824453565,4.846153846153846,1320.0791380044197,0.09079909414845216,73.33772988913444,1,,,14,24,11,11,23,23,,,11,,,,,,1,,,2,,4,1,,,,2,,4,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,2,,9,3,1,2,5,6,3,4.2
2764,9,0,0,33,28,28,5,4,0,1,5,21,16,32,26,48,103.84830635279079,225.62110647077245,3.8095238095238093,859.5089770315141,0.07520703549025748,47.750498723973,1,,,23,28,13,13,32,32,,,13,9,,3,,4,1,,,4,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,5,,9,5,1,2,6,6,2,3.3333333333333335
2762,9,0,0,33,28,28,5,4,0,1,4,15,12,24,19,36,66.60335893412778,152.92539048396907,3.2,489.36124954870104,0.050975130161323025,27.186736086038948,1,,,23,28,13,13,28,28,,,13,9,,3,,,1,,,4,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,5,,9,5,1,2,6,6,2,3.3333333333333335
2756,6,0,0,14,11,11,0,0,0,3,5,20,15,30,25,45,98.04820237218406,208.9735285398626,3.75,783.6507320244848,0.06965784284662087,43.536151779138045,1,,,1,11,4,4,7,7,,,4,1,,4,,4,,,,,2,6,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,1,1,1,1,1,3,3,7,5,6.0
2759,13,0,0,30,20,20,10,10,0,0,4,24,17,34,28,51,118.03910001730776,245.1751010249378,2.8333333333333335,694.6627862373238,0.08172503367497927,38.59237701318465,1,,,11,20,10,10,19,19,,,10,,,,,,,,,,,2,1,,,,1,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,1,,8,2,1,2,3,6,4,5.0
2754,12,0,0,28,26,26,0,0,0,2,7,23,22,42,30,64,123.69340944371453,314.0409981189452,6.391304347826087,2007.1315966732584,0.10468033270631506,111.50731092629213,1,,,12,26,12,12,18,18,,,12,1,,,2,8,,,,,,11,1,,,,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,32,1,1,3,2,1,3,4,10,4,5.75
2763,9,0,0,33,28,28,5,4,0,1,5,23,16,32,28,48,115.65156546374811,230.75303625876498,3.4782608695652173,802.619256552226,0.07691767875292166,44.58995869734589,1,,,23,28,13,13,32,32,,,13,9,,3,,4,1,,,4,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,5,,9,5,1,2,6,6,2,3.3333333333333335
2766,12,0,0,21,20,20,0,0,0,1,5,17,15,30,22,45,81.0965087756926,200.67442283867837,4.411764705882353,885.3283360529929,0.06689147427955945,49.1849075584996,1,,,11,20,10,10,19,19,,,10,,,,,,,,,1,,2,1,,,,1,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,1,,8,2,1,2,3,6,4,5.0
2780,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,1,4,4,4.0
2779,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,1,4,4,4.0
2778,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,1,4,4,4.0
2777,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,1,4,4,4.0
2775,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,1,4,4,4.0
2781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2774,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,1,4,4,4.0
2805,2,0,0,11,8,8,1,1,0,2,3,6,4,8,9,12,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.012679700005769252,4.226566668589751,1,,,2,8,1,1,7,7,,,1,1,,,,1,,,,1,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,1,1,2,2,3,4,8,4,5.25
2797,2,0,0,9,7,7,0,0,0,2,3,6,4,8,9,12,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.012679700005769252,4.226566668589751,1,,,2,7,1,1,7,7,,,1,,,2,,1,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,3,,1,2,1,2,3,12,5,9.333333333333334
2795,2,0,0,8,7,7,0,0,0,1,3,6,4,8,9,12,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.012679700005769252,4.226566668589751,1,,,1,7,1,1,5,5,,,1,1,,2,,1,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,1,1,1,1,3,3,8,1,4.0
2798,,,,8,7,7,0,0,0,1,,,,,,,,,,,,,,,,2,6,1,,6,6,,,1,,,2,,1,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,3,,,2,1,1,3,12,5,9.333333333333334
2793,2,0,0,8,6,6,0,0,0,2,4,6,4,8,10,12,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,0.013287712379549451,5.905649946466422,1,,,1,6,1,1,4,4,,,1,,,1,1,1,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,,1,1,1,2,2,10,8,9.0
2792,2,0,0,8,7,7,0,0,0,1,4,6,4,8,10,12,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,0.013287712379549451,5.905649946466422,1,,,2,7,1,1,7,7,,,1,1,,1,1,1,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,1,1,2,2,3,3,5,1,3.3333333333333335
2804,2,0,0,8,7,7,0,0,0,1,3,6,4,8,9,12,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.012679700005769252,4.226566668589751,1,,,2,7,1,1,7,7,,,1,1,,2,,1,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,1,1,2,2,3,3,5,1,3.6666666666666665
2845,3,0,0,9,8,8,1,1,0,0,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,1,,,1,8,3,3,6,6,4,4,3,,,1,,1,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,1,1,1,1,1,3,5,6,4,5.0
2847,2,0,0,6,5,5,1,1,0,0,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,,,1,5,1,1,6,6,3,3,1,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,1,1,1,1,1,3,5,6,4,5.0
2848,2,0,0,9,7,7,1,1,0,1,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,1,,,1,7,1,1,4,4,,,1,1,,1,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,,1,1,1,2,6,6,1,3.1666666666666665
2870,3,0,0,10,8,8,1,1,0,1,2,3,2,4,5,6,6.754887502163469,13.931568569324174,1.3333333333333333,18.575424759098897,0.004643856189774725,1.0319680421721609,1,,,1,8,2,2,4,4,,,2,,,1,,1,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,1,1,1,0,3,5,8,4,5.4
2844,3,0,0,9,8,8,1,1,0,0,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,1,,,1,8,3,3,6,6,4,4,3,,,,1,1,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,1,1,1,1,1,3,5,6,4,5.0
2853,3,0,0,10,9,9,1,1,0,0,3,3,3,6,6,9,9.509775004326938,23.264662506490403,3.0,69.79398751947122,0.007754887502163467,3.877443751081734,1,,,1,9,3,3,4,4,,,3,,,1,,2,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,1,1,1,0,3,5,8,4,5.4
2893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2874,4,0,0,9,9,8,1,1,0,0,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,,,,8,3,3,9,9,3,3,4,1,,,,1,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,2,3,1,1,1,5,7,5,1,2.7142857142857144
196,2,0,0,10,8,8,0,0,0,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,,,6,8,2,2,9,9,2,2,2,,,,,1,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,2,1,2,3,1,3,5,6,5,5.2
2723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2728,2,0,0,12,9,9,0,0,0,3,2,5,3,6,7,9,13.60964047443681,25.26619429851844,1.2,30.319433158222125,0.008422064766172813,1.6844129532345624,1,,,3,9,2,2,6,6,,,2,1,,,,,2,,,,,6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,1,1,1,2,1,3,6,9,5,7.166666666666667
2729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2767,13,0,0,34,24,24,9,9,0,1,7,26,18,36,33,54,141.86291712607164,272.3972824453565,4.846153846153846,1320.0791380044197,0.09079909414845216,73.33772988913444,1,,,14,24,11,11,23,23,,,11,,,,,,1,,,,2,4,1,,,,2,,4,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,2,,9,3,1,2,5,6,3,4.2
2768,11,0,0,26,24,24,1,1,0,1,8,18,14,28,26,42,99.05865002596161,197.4184681619259,6.222222222222222,1228.3815796742056,0.0658061560539753,68.24342109301142,1,,,14,24,11,11,23,23,,,11,,,,,,1,,,2,2,4,1,,,,2,,2,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17,2,,9,3,1,2,5,6,3,4.2
